CusID,LastPurchased,Total Revenue,Ticket,Ticket Size,1/12/2020,2/12/2020,3/12/2020,4/12/2020,5/12/2020,6/12/2020,7/12/2020,8/12/2020,9/12/2020,10/12/2020,11/12/2020,12/12/2020,13/12/2020,14/12/2020,15/12/2020,16/12/2020,17/12/2020,18/12/2020,19/12/2020,20/12/2020,21/12/2020,22/12/2020,23/12/2020,24/12/2020,25/12/2020,26/12/2020,27/12/2020,28/12/2020,29/12/2020,30/12/2020,31/12/2020,1/1/2021,2/1/2021,3/1/2021,4/1/2021,5/1/2021,6/1/2021,7/1/2021,8/1/2021,9/1/2021,10/1/2021,11/1/2021,12/1/2021,13/1/2021,14/1/2021,15/1/2021,16/1/2021,17/1/2021,18/1/2021,19/1/2021,20/1/2021,21/1/2021,22/1/2021,23/1/2021,24/1/2021,25/1/2021,26/1/2021,27/1/2021,28/1/2021,29/1/2021,30/1/2021,31/1/2021,1/2/2021,2/2/2021,3/2/2021,4/2/2021,5/2/2021,6/2/2021,7/2/2021,8/2/2021,9/2/2021,10/2/2021,11/2/2021,12/2/2021,13/2/2021,14/2/2021,15/2/2021,16/2/2021,17/2/2021,18/2/2021,19/2/2021,20/2/2021,21/2/2021,22/2/2021,23/2/2021,24/2/2021,25/2/2021,26/2/2021,27/2/2021,28/2/2021,1/3/2021,2/3/2021,3/3/2021,4/3/2021,5/3/2021,6/3/2021,7/3/2021,8/3/2021,9/3/2021,10/3/2021,11/3/2021,12/3/2021,13/3/2021,14/3/2021,15/3/2021,16/3/2021,17/3/2021,18/3/2021,19/3/2021,20/3/2021,21/3/2021,22/3/2021,23/3/2021,24/3/2021,25/3/2021,26/3/2021,27/3/2021,28/3/2021,29/3/2021,30/3/2021,31/3/2021,1/4/2021,2/4/2021,3/4/2021,4/4/2021,5/4/2021,6/4/2021,7/4/2021,8/4/2021,9/4/2021,10/4/2021,11/4/2021
1021516,5/4/2021,46.73,1,46.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.73,,,,,,
1021651,29/3/2021,31971.21,10,3197.12,,,,,,,,2946.73,,,,,2191.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1877.76,,,,,,,,,1162.62,,,,,,,,,,228.04,2128.96,20241.12,,,,,,,,,,,818.69,,,,375.70,,,,,,,,,,,,,
1021685,18/3/2021,3000.01,5,600.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,958.89,,,,,,,60.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1020.56,,587.85,,,,,,,,,,,,371.96,,,,,,,,,,,,,,,,,,,,,,,,
1021885,7/3/2021,443.93,1,443.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,443.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1022154,21/2/2021,10407.29,8,1300.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,376.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.13,,,,,,,,,306.55,,,,,,,711.01,,,,,531.78,,,,8383.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1022212,7/4/2021,14873.84,2,7436.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13800.01,,,,,,,,,,,,,,,,,,,,,,,,1073.83,,,,
1022242,5/1/2021,7506.53,5,1501.31,,,602.79,,,,,,,,185.05,,,,,,,,,,,,,,,,,,,,,,,,,6718.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1022391,23/12/2020,185.98,1,185.98,,,,,,,,,,,,,,,,,,,,,,,185.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1022629,8/2/2021,28788.79,1,28788.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28788.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1022666,10/4/2021,3566.39,31,115.04,,,,,,,,,,,,,,,,,,,,166.36,,,36.45,,,,409.35,,,183.18,302.80,,109.35,,,,,,,,,,,,,,,98.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.31,,30.84,,,30.84,,,30.84,137.38,,72.90,,,,,,,,,,,,36.45,,,,147.67,73.83,,36.45,,,,,,,17.76,42.06,32.71,,35.51,,,125.24,32.71,73.83,228.98,,993.46,
1022706,25/1/2021,4565.42,1,4565.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4565.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1022773,10/4/2021,10956.45,6,1826.08,,,,252.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,333.64,,,,362.62,,,9251.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,717.76,
1022894,12/1/2021,379.49,2,189.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,315.00,,,64.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1022911,31/3/2021,300.93,1,300.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300.93,,,,,,,,,,,
1022916,21/2/2021,11250.93,1,11250.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11250.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1022969,27/3/2021,11505.60,3,3835.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11214.95,,,,,,,,,,,,,,,,,,104.67,185.98,,,,,,,,,,,,,,,
1022973,13/3/2021,9556.07,5,1911.21,,2878.50,,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2875.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3801.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1023467,3/2/2021,26127.11,2,13063.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23443.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2683.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1023501,2/4/2021,209.34,1,209.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,209.34,,,,,,,,,
1023502,2/3/2021,16728.97,1,16728.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16728.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1023543,26/2/2021,23514.02,1,23514.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23514.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1023854,11/4/2021,2838.32,1,2838.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,838.32"
1023924,8/4/2021,49857.00,38,1312.03,,,,,,,,,,1664.48,,89.72,,,,,,,,,,,,77.56,,,,,,,,,,,92.52,,,277.57,,149.53,,43.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1457.94,,,,,,,390.65,830.84,1008.41,1213.08,,4487.85,204.67,,2467.29,915.88,,,,,,,,,405.61,738.32,,811.22,,3457.01,,800.94,,,2102.81,2904.68,326.17,3400.94,,8608.41,5671.03,,635.51,,,,,4071.97,550.46,,,
1024169,18/1/2021,4178.51,6,696.42,3109.35,,90.65,,,,,,,,,,,742.99,,,195.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1024315,4/1/2021,8914.95,2,4457.48,,,,,,,,,,,,,,,,,,,,11278.50,,,,,,,,,,,,,,,-2363.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1024382,5/12/2020,15766.36,1,15766.36,,,,,15766.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1024460,1/2/2021,9356.07,1,9356.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9356.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1024786,4/3/2021,22583.35,1,22583.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22583.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1024841,14/1/2021,20473.83,2,10236.92,,,,,,,,,,,,,,,,,,,18333.64,,,,,,,,,,,,,,,,,,,,,,,,,,2140.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1024872,31/12/2020,148.61,2,74.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.76,,130.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1025074,3/2/2021,92.52,1,92.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1025708,18/3/2021,1869.16,1,1869.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1869.16,,,,,,,,,,,,,,,,,,,,,,,,
1025741,24/3/2021,1523.93,6,253.99,,,,65.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,683.18,,,,158.51,,,,,,399.06,,,,,120.56,,,,,,,,,,,,,,,,,,,97.20,,,,,,,,,,,,,,,,,,
1025852,31/1/2021,11654.21,1,11654.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11654.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1025867,12/2/2021,490.66,1,490.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,490.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1026043,24/2/2021,19899.06,2,9949.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13516.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6382.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1026230,25/1/2021,14020.62,1,14020.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14020.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1026287,30/12/2020,20733.64,1,20733.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20733.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1026542,17/2/2021,934.58,1,934.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,934.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1026617,24/12/2020,11210.28,1,11210.28,,,,,,,,,,,,,,,,,,,,,,,,11210.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1027002,21/2/2021,11736.60,1,11736.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11736.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1027043,1/2/2021,591.59,2,295.80,,,,,,,,,,,,,,,,,,,,,110.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,481.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1027071,31/12/2020,2570.08,2,1285.04,,,,,,,,,,20.56,,,,,,,,,,,,,,,,,,,,,2549.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1027134,17/12/2020,18713.08,1,18713.08,,,,,,,,,,,,,,,,,18713.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1027164,15/2/2021,60.74,2,30.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1027300,5/1/2021,7553.27,1,7553.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7553.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1027308,28/3/2021,2312.13,2,1156.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2312.13,,,,,,,,,,,,,,
1027391,5/4/2021,6531.36,4,1632.84,,,,,138.84,,,,,,,,,,92.52,,,,,,,,,,,,,,,,,,,,,141.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6158.88,,,,,,
1028013,9/3/2021,905.50,6,150.92,,,,,,,72.90,,,,,,,,,,,,,,,,,40.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.51,,,,,,,,,,,,,,567.29,,,,,,,,,,,,,,,,36.45,153.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1028125,11/12/2020,748.60,1,748.60,,,,,,,,,,,748.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1028155,9/3/2021,6534.59,13,502.66,,,2653.27,7.48,,,,,,,,,,,,,,,,,,,,,,,,,,,537.38,,213.09,,,2578.50,46.73,221.50,,,,,,54.21,,,,,,,91.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.09,,,60.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1028328,18/3/2021,338.33,3,112.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.61,,,,,124.30,,,,,,,,,,,,,,,,,,,,,,,,
1028329,8/4/2021,122330.11,10,12233.01,,,,,,,,,,,,,,,,77083.95,-2954.77,,,,,,,353.27,,,,,,,,,,,,,,,,,,,,,,29435.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3774.77,728.97,,,,,505.61,,,,,,3261.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10093.46,,47.66,,,
1028438,21/2/2021,10544.86,1,10544.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4375.70,6169.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1028490,8/4/2021,1048.60,2,524.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,675.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,372.90,,,
1028559,27/3/2021,14207.48,1,14207.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14207.48,,,,,,,,,,,,,,,
1028616,9/4/2021,520.56,4,130.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,235.51,,,,,159.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.06,,,,,,,,,,,,,,,,,,,,,,,,,,,83.18,,
1028814,18/3/2021,1269.15,4,317.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1269.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,
1029006,5/4/2021,2394.02,3,798.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1268.22,,,,,,,,,,,500.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,625.80,,,,,,
1029206,5/4/2021,626.17,4,156.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,195.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.03,,,,,,,,,,,,27.10,,,,,,,,,,,,,,,,,,,,,,332.71,,,,,,
1029221,1/4/2021,17252.34,3,5750.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12570.10,,,,,,,3700.93,,,,,,,,,,,,,,,,,,,,981.31,,,,,,,,,,
1029310,16/1/2021,22339.25,2,11169.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22339.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1029415,11/1/2021,1221.49,3,407.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157.94,138.32,,,,,,,,,925.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1029462,8/2/2021,925.23,1,925.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,925.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1029741,18/2/2021,10.28,1,10.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1029750,15/3/2021,338.32,1,338.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,338.32,,,,,,,,,,,,,,,,,,,,,,,,,,,
1029790,7/1/2021,2802.80,1,2802.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2802.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1029794,11/2/2021,3307.48,2,1653.74,,,,,,,,,,,,,3271.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1029839,28/2/2021,11476.64,2,5738.32,,,,,,,,,,,,,,,,,,,,,,,,11355.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1029865,8/4/2021,1627.11,2,813.56,,,,,,,,,,,,,671.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,955.15,,,
1029913,27/2/2021,12022.43,4,3005.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11929.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1029999,19/12/2020,289.72,1,289.72,,,,,,,,,,,,,,,,,,,289.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1030072,18/2/2021,11223.36,1,11223.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11223.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1030102,4/4/2021,2687.85,2,1343.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2140.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,547.66,,,,,,,
1030160,9/4/2021,767.26,8,95.91,,,,,,,,,,,,,,,,,,,,,,,56.07,,,,,,,,204.67,,,,,,30.84,,,,,,,,,,,,,,,,,,200.92,,,,,,,,,,,,,,,,,,,,,,,,,42.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,231.77,,
1030266,2/12/2020,110.28,1,110.28,,110.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1030420,18/2/2021,146.73,2,73.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1030451,5/4/2021,2228.36,1,2228.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2228.36,,,,,,
1030534,31/3/2021,917.76,7,131.11,,72.90,,,,52.34,,,205.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,236.45,,,,,64.49,,,,,,,,,,,,,,45.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240.19,,,,,,,,,,,
